Name,Dialog
Phineas,"I'll be honest, Ferb. I'm having a hard time putting a positive spin on this. But, I guess that's life, huh? One minute you're having the best day ever, the next you're being fed to a monster the size of a two car garage."
Doofenshmirtz,"Yeah? Well, welcome to MY life! (the Goozim roars, he hides behind a robot)"
Phineas,Huh. And everything started out so well this morning.
Phineas,EARLIER THAT DAY
Phineas,"Good morning, Perry! Now that's the way to wake up. (He hugs Perry) This is gonna be the best day ever."
Lawrence,"Good morning, boys."
Linda,"Happy anniversary, Perry."
Phineas,"Oh, that's right! Gosh, I can't believe it's been five years. I remember the day we first got you."
Lawrence,"Come on, kids. Pick out any pet you want."
Linda,"Oh look, Phineas! This one's looking at you! (picks up Phineas and shows him a cat)"
Lawrence,"And this one's looking at you, Ferb! (picks up Ferb and shows him a dog)"
Young Candace,(walks through the aquarium section and all the fish swim away as she approaches) Why won't anything look at ME?!
Young Phineas,Ferb! This one's looking at both of us at the same time!
Linda,Awww...
Young Candace,"That thing? You're kidding, right?"
Store employee,Is there something I can do for you?
Lawrence,"Ah, yes, we'd like that one, please."
Store employee,(surprised) You want to adopt the platypus?
Lawrence,"Oh, is that what it is? Well, yes! May we have him please?"
Young Candace,What would you even name a platypus?
Phineas,"(Narrating) 'Course, Ferb and I knew exactly what to call you."
Young Phineas and Ferb,(simultaneously) Bartholomew!
Phineas,"And then when we got you home, we renamed you Perry. And gave you this locket!"
Phineas,Look how young we all were.
Candace,"(in her room, talking with her cell phone) Hey Jeremy, you wanna go to the mall?"
Jeremy,"(At his house) You know, I'd love to, but my Dad is taking me to check out his old college today."
Jack Johnson,(runs in) Boo-ya! Go Polecats! Boo-ya! (he runs away)
Jeremy,He's already set up an interview with the academic adviser. Can you believe that?
Candace,"Gee, Jeremy. I forgot you're a whole year older than me. A trip to college? Heh-heh.. That's, that's really great. Okay, well, I'll talk to you later. Bye."
Candace,"(to the teddy bear) Oh, Jeremy! In the blink of an eye, you'll be moving on to the next phase of your life. You'll be going to college and wearing tweed jackets with patches on the elbows! You'll be so mature! And look at ME! I'm a child! Jeremy, you'll see! I can mature! Starting with taking this silly photo off. (rips off photo) Oh, Mr. Miggins! Have you been there the whole time?"
Phineas,"(holding a baseball bat and tapping the home plate) Alright, looks like the pitcher's ready, and...batter up!"
Phineas,"Batter batter batter, swing! (swings at the baseball and hits) Oh yes, sports fans! That may be the best hit ever in the history of platypult baseball!"
Phineas,And the crowd exhales loudly through their mouths! (imitates a roaring crowd)
Phineas,And Fletcher snags the pop fly! He's out!
Isabella,"(enters) Hi, Phineas! What'cha doin'?"
Phineas,Turning Perry's involuntary reflex into sporting event.
Isabella,"Hi, Perry! Can I try? (scratches Perry's neck and the baseball is catapulted out of the yard)"
Phineas,"Whoa, mama! Nice shot, Isabella!"
Baljeet,(enters along with Buford) Did someone lose a ball?
Phineas,"Yeah, we were just playing platypult."
