Name,Dialog
Phineas,"Yes! Hey, Ferb! (Throws pillow at Ferb) It's Candace's birthday! We gotta do better than last year."
Gorilla,(Comes out cake; Roars)
Candace,AAH! (Slams door)
Phineas,Not our best work. This time it's gotta be something huge!
Candace,Perry?
Candace,"This is yours, I believe."
Linda,"Happy birthday, Candace! I made you a special breakfast! (Shows a pile of pancakes with a birthday candle on top)"
Lawrence,"And after that, we have a surprise!"
Candace,What is it?! Where is it?!
Lawrence,We have to drive to it.
Candace,(gasps) Ooooooooooh!!!
Candace,(offscreen) Is it the mall?
Linda,(offscreen) No.
Candace,"Okay... (looks around) but is it the mall, right?"
Lawrence,"(offscreen) No, it's not the mall!"
Candace,Wait. Please don't tell me we're going to Mt. Rushmore...
Linda,Isn't it great? (Looks at a pamphlet) Four American presidents carved into a side of a mountain.
Lawrence,It was Phineas and Ferb's idea!
Phineas,You're welcome.
Lawrence,Okay. You lot go on ahead. I'll find a parking spot and meet you there! (drives off)
Phineas,"We're going up to the monument. Come on, Perry."
Linda,"Okay, we'll join you in a minute!"
Linda,"Okay, Candace. It's your birthday, you can pick out anything you want. Ooh, what about the Mt. Rushmore bobble head?"
Candace,"Mom, that's lame."
Linda,"Okay. How about this cute, cuddly Lincoln?"
Candace,"Jeremy? (Runs to counter) Hi, Jeremy."
Jeremy,"Hey, Candace."
Candace,What are you doing here?
Jeremy,"Ah, I'm just here on the Mr. Slushy Burger worker exchange program."
Candace,"Um... (Clattering) Uh, oh, well, it's my birthday today, and...I...uh... (Clattering) I gotta check something. Back in a flash, 'kay? (Zips off)"
Candace,(Deeply) Where'd they go?
Isabella,"Hi, Mrs. Fletcher."
Linda,"Oh, hi, Isabella. What brings you girls here?"
Isabella,"Fireside Girls field trip. Um, is Phineas here?"
Linda,Mmm hmm. He and Ferb are up on the monument.
Phineas,Possibilities.
Ferb,(Ding)
Phineas,"Hey, where's Perry?"
Major Monogram,"Good morning, Agent P. Dr. Doofenshmirtz is up to no good again. We just discovered his new hideout is located inside Lincoln's head at Mt. Rushmore. (Perry scowls) I-I know. You were just there. Poor planning on our part, actually. Sorry."
Candace,(growling voice) Phineas?! Ferrrrb?! Ohh.
Man,"Hey, honey. What are them kids doing up on the monument?"
Candace,"Let me see that. (Looks through the binoculars, sees Phineas and Ferb on the monument and gasps) Mom! Mom, you've got to see this now. Here, look!"
Linda,Oop. Ran out of time.
Candace,"Oh, (Rummaging) here, look now!"
Linda,"Oh, Old Reliable Geyser. How exciting! (at Candace) I'm just gonna go back to the gift shop."
Doofenshmirtz,"Ah, Perry the Platypus! Your timing﻿ is impeccable. And by impeccable I mean"
"So, as they say in China",Arrivederci!
Phineas,"Now, where should we start?"
Isabella,"(dreamy voice) Hi, Phineas. What'cha doin'?"
Phineas,It's a surprise.
Isabella,Can I help?
Phineas,We could use a lookout!
Isabella,You got it!
Cashier,"Uh, ma'am, if you handle the big stick, you gotta buy it."
Candace,Mom! You gotta see what Phineas and Ferb are doing!
Ranger,"(On megaphone) Uh, excuse me. Aren't you a little young to be restoring a national monument?"
Ferb,(Holds megaphone)
Phineas,(On megaphone) Yes. Yes we are.
Ranger,"Well, it's good to see young people taking an interest in our national heritage."
Doofenshmirtz,(Grunting and screaming)
Computer Voice,Hull overheating. Hull overheating.
Doofenshmirtz,The molten lava of the earth's core completely slipped my mind.
Doofenshmirtz,Oh no! THE LAVA IS FOLLOWING US!!!
Doofenshmirtz,"The lava is being diverted. You did it, Perry the Platypus! You saved us!"
Doofenshmirtz,"I hate to be a stickler, but the lava is coming AGAIN!!! FASTER!"
Candace,Wait 'till you see what those two are up to!
Isabella,(singsong) She's coming!
Isabella,They're getting closer!!
Phineas,We're running a little behind on schedule. Go to Plan B.
Isabella,"(on bullhorn) Plan B, girls!"
Candace,"You are gonna be shocked by what I'm about to show you, Mom."
Linda,"Hmm. I guess things look better in photos. (Phone rings) Oh, it's Dad. (walks away)"
Lawrence,"Hi, honey! I found an absolutely brilliant parking space!"
Linda,"(Going down the stairs) Great! I'll meet you at the gift shop, Dear. I still have to buy that big stick."
Candace,Huh?
Phineas,Now!
Phineas,(long pause) Oops.
Candace,"Huh? (tears up, sobs) Why it's... (sobs) i-it's...IIIIIT'S BEAUUUUTIFULLLL...! (sobs) MOOOOOM!!! (runs off)"
Candace,Mom! (trips) I've gotta show you something right now! (drags her) Come on! Follow me!
Linda,"Candace, are you still trying to get the boys in trouble?"
Candace,"No! No, no, this is a great thing! Oh, it's the nicest thing anyone has ever done for me!"
Linda,"(tries to climb the stairs) You know, Candace, this is the second time I've climbed up there! I'm already down half a dress size!"
Candace,Come on! Hurry!
Doofenshmirtz,AAH!
Doofenshmirtz,"Wait, where are you going? AAH! (The Drill-inator lands on the geyser) I'm okay, I -- (spins around and gets flung away) AAH! Fie upon you, Perry the Platypuuuuus!"
Candace,"Hurry, Mom! You won't believe it!"
Candace,...Huh?
Candace,(Gasps) Ewwwww!
Linda,"Whew! Finally made it, honey! Now, what is it you wanted me to see?"
Candace,Bu...bu...!
Linda,"You're right! It's beautiful! (hugs her) Happy birthday, honey. (Kisses Candace's cheek) Now let's go find your father."
Candace,Ugh! (bangs her head on the iron rod)
Phineas,Did ya like your birthday present?
Candace,"Uh-huh, uh... (walks away)"
Ferb,"Well, it was definitely better than the gorilla in the cake."
